id,name,type,visible,gender,password,password_tip,rating,reviews,location_type,address,road_address,location_tip,city,longitude,latitude,modified_at,created_at,paper,towel,soap,powder_room,hand_dry,vending,diaper,bell,mon,tue,wed,thu,fri,sat,sun,urinal,child_urinal,disable_urinal,seat,child_seat,disable_seat,washbasin
1820,고분다리시장(주차장) 공중화장실,0,True,True,False,,0,0,공공용시설,서울 강동구 천호동 280-9,서울 강동구 구천면로 258-6,,서울특별시,127.13224816673,37.5429770008352,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,True,True,"{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","[0, 1, 0]","[0, 0, 0]","[0, 0, 0]","[0, 1, 2]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
1821,간이화장실_현충근린공원(흑석동_달마사입구),0,True,True,False,,0,0,공공용시설,서울 동작구 흑석동 256-84,서울 동작구 서달로 50-27,,서울특별시,126.962168425594,37.4987409717049,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,False,False,"{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","[0, 2, 0]","[0, 0, 0]","[0, 0, 0]","[0, 1, 2]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
1822,방화청소년공부방,0,True,True,False,,0,0,공공용시설,서울 강서구 방화동 589-22,서울 강서구 초원로11길 19,,서울특별시,126.810165553589,37.5680402294202,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,False,False,"{'open': '09:00', 'close': '21:00'}","{'open': '09:00', 'close': '21:00'}","{'open': '09:00', 'close': '21:00'}","{'open': '09:00', 'close': '21:00'}","{'open': '09:00', 'close': '21:00'}","{'open': '09:00', 'close': '21:00'}","{'open': '09:00', 'close': '21:00'}","[0, 2, 0]","[0, 0, 0]","[0, 0, 0]","[0, 2, 2]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
1823,홍제2 공중화장실,0,True,True,False,,0,0,공공용시설,서울 서대문구 홍제동 9-82,서울 서대문구 세검정로4길 109,,서울특별시,126.952698709544,37.5912964825227,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,False,False,"{'open': '00:00', 'close': '23:50'}","{'open': '00:00', 'close': '23:50'}","{'open': '00:00', 'close': '23:50'}","{'open': '00:00', 'close': '23:50'}","{'open': '00:00', 'close': '23:50'}","{'open': '00:00', 'close': '23:50'}","{'open': '00:00', 'close': '23:50'}","[0, 3, 0]","[0, 0, 0]","[0, 0, 0]","[0, 1, 3]","[0, 0, 0]","[0, 1, 1]","[0, 0, 0]"
1824,종암파출소,0,True,True,False,,0,0,공공용시설,서울 성북구 종암동 80-9,서울 성북구 종암로23길 52,,서울특별시,127.031262883025,37.6000955868312,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,False,False,"{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","[0, 2, 0]","[0, 0, 0]","[0, 0, 0]","[0, 2, 1]","[0, 0, 0]","[0, 1, 1]","[0, 0, 0]"
1825,대조동주민센터 화장실,0,True,True,False,,0,0,공공용시설,서울 은평구 대조동 214-7,서울 은평구 연서로20길 24-3,,서울특별시,126.9208071172,37.614175987132,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,False,False,"{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","[0, 2, 0]","[0, 0, 0]","[0, 0, 0]","[0, 2, 2]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
1826,"간이화장실_현충근린공원(사당동,상록)",0,True,True,False,,0,0,공공용시설,서울 동작구 사당동 1031-30,서울 동작구 동작대로 29,,서울특별시,126.981345854035,37.4791357523828,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,False,False,"{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 1, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
1827,기린어린이공원,0,True,True,False,,0,0,공공용시설,서울 노원구 상계동 737-3,서울 노원구 동일로215길 48,,서울특별시,127.059289205765,37.6519852744233,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,False,True,"{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","[0, 1, 0]","[0, 0, 0]","[0, 0, 0]","[0, 1, 2]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
1828,거꾸로어린이공원 공중화장실,0,True,True,False,,0,0,공공용시설,서울 서대문구 북가좌동 338-21,서울 서대문구 증가로32길 42,,서울특별시,126.913292913993,37.585233049384,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,False,False,"{'open': '00:00', 'close': '23:50'}","{'open': '00:00', 'close': '23:50'}","{'open': '00:00', 'close': '23:50'}","{'open': '00:00', 'close': '23:50'}","{'open': '00:00', 'close': '23:50'}","{'open': '00:00', 'close': '23:50'}","{'open': '00:00', 'close': '23:50'}","[0, 1, 0]","[0, 0, 0]","[0, 0, 0]","[0, 1, 2]","[0, 0, 0]","[0, 1, 1]","[0, 0, 0]"
1829,올림픽공원-평화의광장A-2동(옥외화장실),0,True,True,False,,0,0,관광·체육시설,서울 송파구 방이동 88,서울 송파구 올림픽로 424,,서울특별시,127.115517876627,37.5203396980951,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,True,True,"{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","[0, 8, 0]","[0, 0, 0]","[0, 1, 0]","[0, 3, 6]","[0, 0, 1]","[0, 1, 1]","[0, 0, 0]"
1830,보라매역(7),0,True,True,False,,0,0,교통시설,서울 동작구 대방동 466-51,서울 동작구 상도로 지하 2,,서울특별시,126.920336491579,37.4992730261984,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,True,True,"{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","[0, 7, 0]","[0, 0, 0]","[0, 0, 0]","[0, 4, 10]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
1831,"탄천, 장지천 합류지점 화장실",0,True,True,False,,0,0,공공용시설,서울 송파구 문정동 419-13,,,서울특별시,127.117011672714,37.4787677166289,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,False,False,"{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","[0, 2, 0]","[0, 0, 0]","[0, 0, 0]","[0, 2, 4]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
1832,송파주유소,0,True,True,False,,0,0,주유소·충전소,서울 송파구 송파동 174,서울 송파구 송이로 28,,서울특별시,127.116428012121,37.5025530777453,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,False,False,"{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","[0, 1, 0]","[0, 0, 0]","[0, 0, 0]","[0, 1, 1]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
1833,홈플러스 화장실,0,True,True,False,,0,0,공공용시설,서울 도봉구 방학동 707-7,서울 도봉구 도봉로 678,,서울특별시,127.043598783853,37.6648602093274,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,False,True,"{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","[0, 3, 0]","[0, 1, 0]","[0, 1, 0]","[0, 3, 6]","[0, 1, 1]","[0, 1, 1]","[0, 0, 0]"
1834,송파나루(동호휴게시설-1층),0,True,True,False,,0,0,관광·체육시설,서울 송파구 신천동 32,서울 송파구 송파나루길 206,,서울특별시,127.104244560003,37.5118984148679,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,False,True,"{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","[0, 4, 0]","[0, 0, 0]","[0, 1, 0]","[0, 3, 8]","[0, 0, 0]","[0, 1, 1]","[0, 0, 0]"
1835,난향경로당,0,True,True,False,,0,0,공공용시설,서울 관악구 신림동 679-6,서울 관악구 난곡로9길 29-2,,서울특별시,126.91814725951,37.4639892905798,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,False,False,"{'open': '09:00', 'close': '18:00'}","{'open': '09:00', 'close': '18:00'}","{'open': '09:00', 'close': '18:00'}","{'open': '09:00', 'close': '18:00'}","{'open': '09:00', 'close': '18:00'}","{'open': '09:00', 'close': '18:00'}","{'open': '09:00', 'close': '18:00'}","[0, 1, 0]","[0, 0, 0]","[0, 0, 0]","[0, 1, 2]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
1836,올바로병원,0,True,True,False,,0,0,기타,서울 서초구 서초동 1515-4,서울 서초구 명달로 102,,서울특별시,127.004386280268,37.4862288033541,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,False,True,"{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","[0, 1, 0]","[0, 0, 0]","[0, 0, 0]","[0, 1, 1]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
1837,은천경로당,0,True,True,False,,0,0,공공용시설,서울 관악구 봉천동 936-6,서울 관악구 봉천로27길 45,,서울특별시,126.940853579264,37.4857858308531,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,False,False,"{'open': '09:00', 'close': '18:00'}","{'open': '09:00', 'close': '18:00'}","{'open': '09:00', 'close': '18:00'}","{'open': '09:00', 'close': '18:00'}","{'open': '09:00', 'close': '18:00'}","{'open': '09:00', 'close': '18:00'}","{'open': '09:00', 'close': '18:00'}","[0, 1, 0]","[0, 0, 0]","[0, 0, 0]","[0, 1, 1]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
1838,소파어린이공원 공중화장실,0,True,True,False,,0,0,공공용시설,서울 중랑구 면목동 42-2,서울 중랑구 겸재로64길 28,,서울특별시,127.095713931344,37.5891095474645,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,True,True,"{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","[0, 3, 0]","[0, 1, 0]","[0, 0, 0]","[0, 1, 3]","[0, 1, 1]","[0, 1, 1]","[0, 0, 0]"
1839,서초구보건소,0,True,True,False,,0,0,공공용시설,서울 서초구 서초동 1376-3,서울 서초구 남부순환로 2584,,서울특별시,127.032683002019,37.4836248649455,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,True,True,"{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","[0, 8, 0]","[0, 0, 0]","[0, 1, 0]","[0, 7, 9]","[0, 0, 0]","[0, 0, 1]","[0, 0, 0]"
1840,방배쉼터 공중화장실,0,True,True,False,,0,0,공공용시설,서울 서초구 방배동 445-3,서울 서초구 남부순환로 2103,,서울특별시,126.982539268027,37.4768267375696,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,True,True,"{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","[0, 2, 0]","[0, 0, 0]","[0, 0, 0]","[0, 2, 4]","[0, 0, 0]","[0, 1, 1]","[0, 0, 0]"
1841,발바닥공원 화장실,0,True,True,False,,0,0,공공용시설,서울 도봉구 방학동 273,서울 도봉구 시루봉로 94,,서울특별시,127.028010685176,37.6591757846693,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,True,True,"{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","[0, 3, 0]","[0, 0, 0]","[0, 0, 0]","[0, 2, 3]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
1842,월계1동 주민센터 공중화장실 (2층),0,True,True,False,,0,0,공공용시설,서울 노원구 월계동 928,서울 노원구 석계로 59,,서울특별시,127.062883255067,37.6199918622891,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,False,False,"{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","[0, 2, 0]","[0, 0, 0]","[0, 0, 0]","[0, 1, 2]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
1843,도봉문화정보도서관 화장실,0,True,True,False,,0,0,공공용시설,서울 도봉구 창동 418,서울 도봉구 덕릉로 315,,서울특별시,127.043768286365,37.6446909352991,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,False,False,"{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","[0, 8, 0]","[0, 0, 0]","[0, 0, 0]","[0, 7, 9]","[0, 0, 0]","[0, 1, 0]","[0, 0, 0]"
1844,유진상가 화장실,0,True,True,False,,0,0,상업시설,서울 은평구 수색동 415-6,서울 은평구 은평터널로 62,,서울특별시,126.900581992694,37.5860880712014,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,False,False,"{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","[0, 2, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
1845,동선주유소,0,True,True,False,,0,0,주유소·충전소,서울 구로구 오류동 77-10,서울 구로구 경인로 150,,서울특별시,126.838552971975,37.4932767157175,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,False,False,"{'open': '05:00', 'close': '23:00'}","{'open': '05:00', 'close': '23:00'}","{'open': '05:00', 'close': '23:00'}","{'open': '05:00', 'close': '23:00'}","{'open': '05:00', 'close': '23:00'}","{'open': '05:00', 'close': '23:00'}","{'open': '05:00', 'close': '23:00'}","[0, 1, 0]","[0, 0, 0]","[0, 0, 0]","[0, 1, 1]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
1846,팔각정 입구,0,True,True,False,,0,0,관광·체육시설,서울 중구 예장동 산 5-6,서울 중구 남산공원길 507,,서울특별시,126.992824010164,37.5543366565918,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,True,True,"{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","[0, 7, 0]","[0, 0, 0]","[0, 1, 0]","[0, 4, 17]","[0, 0, 1]","[0, 1, 1]","[0, 0, 0]"
1847,백운주유소,0,True,True,False,,0,0,주유소·충전소,서울 금천구 독산동 1077-3,서울 금천구 시흥대로 282,,서울특별시,126.899403873163,37.4589135686193,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,False,False,"{'open': '05:00', 'close': '23:59'}","{'open': '05:00', 'close': '23:59'}","{'open': '05:00', 'close': '23:59'}","{'open': '05:00', 'close': '23:59'}","{'open': '05:00', 'close': '23:59'}","{'open': '05:00', 'close': '23:59'}","{'open': '05:00', 'close': '23:59'}","[0, 1, 0]","[0, 0, 0]","[0, 0, 0]","[0, 1, 1]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
1848,상월곡실버복지센터,0,True,True,False,,0,0,공공용시설,서울 성북구 상월곡동 97-22,서울 성북구 화랑로18길 6,,서울특별시,127.048221145332,37.6058502678493,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,False,False,"{'open': '09:00', 'close': '18:00'}","{'open': '09:00', 'close': '18:00'}","{'open': '09:00', 'close': '18:00'}","{'open': '09:00', 'close': '18:00'}","{'open': '09:00', 'close': '18:00'}","{'open': '09:00', 'close': '18:00'}","{'open': '09:00', 'close': '18:00'}","[0, 3, 0]","[0, 0, 0]","[0, 0, 0]","[0, 3, 5]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
1849,언남문화체육센터,0,True,True,False,,0,0,공공용시설,서울 서초구 양재동 309,서울 서초구 동산로13길 35,,서울특별시,127.043005236379,37.4723300184587,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,False,True,"{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","[0, 14, 0]","[0, 0, 0]","[0, 0, 0]","[0, 14, 21]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
1850,성원타워,0,True,True,False,,0,0,기타,서울 강남구 삼성동 141,서울 강남구 선릉로 514,,서울특별시,127.049162712328,37.5056023729557,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,False,False,"{'open': '06:00', 'close': '23:00'}","{'open': '06:00', 'close': '23:00'}","{'open': '06:00', 'close': '23:00'}","{'open': '06:00', 'close': '23:00'}","{'open': '06:00', 'close': '23:00'}","{'open': '06:00', 'close': '23:00'}","{'open': '06:00', 'close': '23:00'}","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 6, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
1851,청구역 공중화장실,0,True,True,False,,0,0,기타,서울 중구 신당동 297-17,서울 중구 청구로 82,,서울특별시,127.013385470555,37.5605353379919,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,False,True,"{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","[0, 3, 0]","[0, 0, 0]","[0, 0, 0]","[0, 1, 1]","[0, 0, 0]","[0, 1, 1]","[0, 0, 0]"
1852,청원빌딩 화장실,0,True,True,False,,0,0,기타,서울 마포구 성산동 52-1,서울 마포구 월드컵북로 122,,서울특별시,126.913284533442,37.5641479714854,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,False,False,"{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","[0, 2, 0]","[0, 0, 0]","[0, 0, 0]","[0, 1, 1]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
1853,명일근린공원(중앙하이츠뒷산),0,True,True,False,,0,0,공공용시설,서울 강동구 상일동 산 54,,,서울특별시,127.159390314548,37.5520238316436,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,True,True,"{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","[0, 1, 0]","[0, 0, 0]","[0, 1, 0]","[0, 1, 2]","[0, 0, 0]","[0, 0, 1]","[0, 0, 0]"
1854,장위어울림센터,0,True,True,False,,0,0,공공용시설,서울 성북구 장위동 231-259,서울 성북구 장위로8길 20,,서울특별시,127.039206179657,37.612629767745,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,False,False,"{'open': '09:00', 'close': '18:00'}","{'open': '09:00', 'close': '18:00'}","{'open': '09:00', 'close': '18:00'}","{'open': '09:00', 'close': '18:00'}","{'open': '09:00', 'close': '18:00'}","{'open': '09:00', 'close': '18:00'}","{'open': '09:00', 'close': '18:00'}","[0, 3, 0]","[0, 0, 0]","[0, 0, 0]","[0, 3, 3]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
1855,인왕산등산로입구 공중화장실,0,True,True,False,,0,0,공공용시설,서울 종로구 무악동 46-1894,,,서울특별시,126.961130294307,37.5774042634237,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,False,True,"{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","[0, 1, 0]","[0, 0, 0]","[0, 0, 0]","[0, 1, 2]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
1856,벧엘성서침례교회,0,True,True,False,,0,0,기타,서울 광진구 자양동 230-9,서울 광진구 아차산로44길 29,,서울특별시,127.07938128661,37.5362648929565,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,False,False,"{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","[0, 2, 0]","[0, 0, 0]","[0, 0, 0]","[0, 1, 2]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
1857,CT센터타워빌딩,0,True,True,False,,0,0,기타,서울 중구 저동2가 24-1,서울 중구 수표로 34,,서울특별시,126.990358289779,37.564378723742,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,False,False,"{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","[0, 2, 0]","[0, 0, 0]","[0, 0, 0]","[0, 1, 2]","[0, 0, 0]","[0, 1, 1]","[0, 0, 0]"
1858,심산기념문화센터,0,True,True,False,,0,0,공공용시설,서울 서초구 반포동 114-3,서울 서초구 사평대로 55,,서울특별시,126.990515657787,37.4988531475655,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,False,True,"{'open': '09:00', 'close': '18:00'}","{'open': '09:00', 'close': '18:00'}","{'open': '09:00', 'close': '18:00'}","{'open': '09:00', 'close': '18:00'}","{'open': '09:00', 'close': '18:00'}","{'open': '09:00', 'close': '18:00'}","{'open': '09:00', 'close': '18:00'}","[0, 4, 0]","[0, 0, 0]","[0, 0, 0]","[0, 4, 8]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
1859,무궁화동산,0,True,True,False,,0,0,공공용시설,서울 서대문구 홍제동 13-62,서울 서대문구 통일로34길 72-28,,서울특별시,126.953684455619,37.5851056129791,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,False,False,"{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","{'open': '00:00', 'close': '23:59'}","[0, 2, 0]","[0, 0, 0]","[0, 0, 0]","[0, 1, 3]","[0, 0, 0]","[0, 1, 1]","[0, 0, 0]"
1860,이화동한복(김영희 한복대여),0,True,True,False,,0,0,상업시설,서울 종로구 이화동 9-303,서울 종로구 율곡로19길 71-1,,서울특별시,127.00708004072,37.5772760220382,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,False,False,"{'open': '10:00', 'close': '17:00'}","{'open': '10:00', 'close': '17:00'}","{'open': '10:00', 'close': '17:00'}","{'open': '10:00', 'close': '17:00'}","{'open': '10:00', 'close': '17:00'}","{'open': '10:00', 'close': '17:00'}","{'open': '10:00', 'close': '17:00'}","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 1, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
1861,성현동주민센터,0,True,True,False,,0,0,공공용시설,서울 관악구 봉천동 1712-9,서울 관악구 구암길 38,,서울특별시,126.948159606054,37.489529886906,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,True,False,"{'open': '09:00', 'close': '18:00'}","{'open': '09:00', 'close': '18:00'}","{'open': '09:00', 'close': '18:00'}","{'open': '09:00', 'close': '18:00'}","{'open': '09:00', 'close': '18:00'}","{'open': '09:00', 'close': '18:00'}","{'open': '09:00', 'close': '18:00'}","[0, 2, 0]","[0, 0, 0]","[0, 1, 0]","[0, 2, 1]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
1862,대합실 지하1층 아이센터 옆,0,True,True,False,,0,0,교통시설,서울 노원구 공릉동 616-4,서울 노원구 동일로 지하 992-1,,서울특별시,127.075368429731,37.6185137762138,2024-03-06 23:46:33,2024-03-06 23:46:33,False,False,False,False,False,False,True,False,"{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","{'open': None, 'close': None}","[0, 6, 0]","[0, 0, 0]","[0, 0, 0]","[0, 4, 6]","[0, 1, 0]","[0, 0, 0]","[0, 0, 0]"
